CodMun,area_territorial
2507200,"251,749"
2507309,"256,845"
2507408,"177,356"
2507507,"210,044"
2507606,"75,678"
2507705,"474,606"
2507804,"180,425"
2507903,"78,706"
2508000,"395,075"
2508109,"176,649"
2508208,"83,508"
2508307,"108,219"
2508406,"107,416"
2508505,"266,948"
2508554,"42,876"
2508604,"93,8"
2508703,"228,676"
2508802,"172,01"
2508901,"337,434"
2509008,"352,025"
2509057,"122,665"
2509107,"155,265"
2509156,"69,952"
2509206,"209,402"
2509305,"182,439"
2509339,"36,522"
2509370,"85,275"
2509396,"83,053"
2509404,"214,093"
2509503,"31,793"
2509602,"116,854"
2509701,"992,62"
2509800,"187,259"
2509909,"202,173"
2510006,"193,203"
2510105,"47,572"
2510204,"81,516"
2510303,"314,748"
2510402,"580,47"
2510501,"314,625"
2510600,"128,11"
2510659,"207,814"
2510709,"123,422"
2510808,"472,892"
2510907,"577,379"
2511004,"116,873"
2511103,"335,615"
2511202,"406,729"
2511301,"576,986"
2511400,"667,714"
2511509,"103,306"
2511608,"65,574"
2511707,"40,908"
2511806,"80,672"
2511905,"135,801"
2512002,"623,967"
2512036,"97,758"
2512077,"94,646"
2512101,"894,099"
2512200,"201,788"
2512309,"368,569"
2512408,"71,118"
2512507,"402,748"
2512606,"147,158"
2512705,"183,459"
2512721,"74,216"
2512747,"85,291"
2512754,"40,281"
2512762,"40,46"
2512788,"93,654"
2512804,"262,532"
2512903,"465,24"
2513000,"179,005"
2513109,"204,079"
2513158,"217,577"
2513208,"217,677"
2513307,"211,143"
2513356,"327,635"
2513406,"440,766"
2513505,"405,164"
2513604,"361,484"
2513653,"71,799"
2513703,"718,576"
2513802,"359,442"
2513851,"197,791"
2513901,"245,84"
2513927,"199,635"
2513943,"233,835"
2513968,"170,361"
2513984,"90,724"
2514008,"612,966"
2514107,"812,617"
2514206,"333,724"
2514305,"183,273"
2514404,"726,757"
2514453,"100,642"
2514503,"686,918"
2514552,"158,052"
2514602,"153,629"
2514651,"253,787"
2514701,"213,555"
2514800,"376,661"
2514909,"533,446"
2515005,"92,413"
2515104,"46,372"
2515203,"464,327"
2515302,"313,678"
2515401,"262,751"
2515500,"698,102"
2515609,"31,679"
2515708,"64,352"
2515807,"55,197"
2515906,"65,062"
2515930,"32,455"
2515971,"61,953"
2516003,"233,043"
2516102,"578,178"
2516151,"147,264"
2516201,"728,492"
2516300,"833,315"
2516409,"245,236"
2516508,"628,365"
2516607,"239,507"
2516706,"155,452"
2516755,"87,452"
2516805,"224,336"
2516904,"293,182"
2517001,"185,578"
2517100,"191,282"
2517209,"147,098"
2517407,"106,811"
2600054,"126,384"
2600104,"377,696"
2600203,"1490,594"
2600302,"200,369"
2600401,"533,332"
2600500,"885,988"
2600609,"216,452"
2600708,"272,773"
2600807,"450,178"
2600906,"234,956"
2601003,"118,037"
2601052,"96,36"
2601102,"2037,394"
2601201,"323,37"
2601300,"120,583"
2601409,"233,433"
2601508,"75,142"
2601607,"1830,797"
2601706,"647,696"
2601805,"1244,074"
2601904,"492,632"
2602001,"1621,786"
2602100,"792,185"
2602209,"224,12"
2602308,"390,107"
2602407,"159,786"
2602506,"106,275"
2602605,"762,346"
2602704,"93,187"
2602803,"1320,87"
2602902,"445,343"
2603009,"1658,616"
2603108,"179,262"
2603207,"294,946"
2603306,"121,945"
2603405,"179,314"
2603454,"51,321"
2603504,"71,985"
2603603,"39,116"
2603702,"423,168"
2603801,"336,329"
2603900,"427,802"
2603926,"1004,667"
2604007,"147,017"
2604106,"923,15"
2604155,"115,868"
2604205,"207,244"
2604304,"148,746"
2604403,"48,993"
2604502,"84,848"
2604601,"89,645"
2604700,"317,793"
2604809,"101,316"
2604908,"292,231"
2605004,"95,155"
2605103,"1404,126"
2605152,"1539,052"
2605202,"342,201"
2605301,"1336,786"
2605400,"107,726"
2605459,"18,609"
2605509,"92,516"
2605608,"995,558"
2605707,"3644,169"
2605806,"212,707"
2605905,"255,961"
2606002,"458,552"
2606101,"234,214"
2606200,"445,405"
2606309,"521,69"
2606408,"503,946"
2606507,"635,137"
2606606,"1906,437"
2606705,"189,596"
2606804,"306,879"
2606903,"838,132"
2607000,"1168,158"
2607109,"243,586"
2607208,"521,801"
2607307,"693,914"
2607406,"430,038"
2607505,"1061,694"
2607604,"66,146"
2607653,"304,006"
2607703,"404,85"
2607752,"73,968"
2607802,"162,739"
2607901,"258,724"
2607950,"87,208"
2608008,"714,601"
2608057,"277,862"
2608107,"134,147"
2608206,"121,901"
2608255,"120,604"
2608305,"104,994"
2608404,"148,254"
2608453,"69,666"
2608503,"56,131"
2608602,"198,762"
2608701,"224,947"
2608750,"1850,07"
2608800,"189,096"
2608909,"273,733"
2609006,"108,049"
2609105,"60,036"
2609154,"344,725"
2609204,"199,865"
2609303,"821,676"
2609402,"196,073"
2609501,"130,572"
2609600,"41,3"
2609709,"138,662"
2609808,"554,76"
2609907,"2381,57"
2610004,"339,291"
2610103,"168,796"
2610202,"380,428"
2610301,"185,371"
2610400,"2609,548"
2610509,"326,758"
2610608,"269,651"
2610707,"96,932"
2610806,"921,477"
2610905,"980,876"
2611002,"1056,592"
2611101,"4561,87"
2611200,"204,329"
2611309,"239,876"
2611408,"113,112"
2611507,"230,617"
2611533,"210,705"
2611606,"218,843"
2611705,"314,003"
2611804,"289,733"
2611903,"227,458"
2612000,"190,455"
2612109,"87,217"
2612208,"1678,564"
2612307,"251,549"
2612406,"268,686"
2612455,"1245,983"
2612471,"114,932"
2612505,"335,309"
2612554,"1005,341"
2612604,"3000,774"
2612703,"92,148"
2612802,"200,327"
2612901,"160,477"
2613008,"719,148"
2613107,"382,483"
2613206,"258,334"
2613305,"232,07"
2613404,"69,184"
2613503,"1474,086"
2613602,"780,852"
2613701,"264,19"
2613800,"113,985"
2613909,"2980,007"
2614006,"1535,19"
2614105,"2421,527"
2614204,"374,321"
2614303,"404,287"
2614402,"138,398"
2614501,"252,896"
2614600,"390,434"
2614709,"227,601"
2614808,"1264,532"
2614857,"213,75"
2615003,"475,184"
2615102,"151,45"
2615201,"318,709"
2615300,"287,683"
2615409,"25,704"
2615508,"137,321"
2615607,"295,765"
2615706,"191,518"
2615805,"950,474"
2615904,"189,509"
2616001,"335,482"
2616100,"476,039"
2616183,"73,631"
2616209,"196,325"
2616308,"228,017"
2616407,"335,942"
2616506,"110,815"
2700102,"468,229"
2700201,"186,134"
2700300,"345,655"
2700409,"533,258"
2700508,"131,364"
2700607,"74,247"
2700706,"315,87"
2700805,"66,628"
2700904,"334,136"
2701001,"193,002"
2701100,"168,048"
2701209,"281,692"
2701308,"94,357"
2701357,"65,91"
2701407,"312,726"
2701506,"170,144"
2701605,"602,778"
2701704,"263,735"
2701803,"101,853"
2701902,"157,831"
2702009,"88,759"
2702108,"207,935"
2702207,"39,608"
2702306,"897,8"
2702355,"278,879"
2702405,"628,545"
2702504,"141,621"
2702553,"260,772"
2702603,"175,906"
2702702,"110,062"
2702801,"333,756"
2702900,"513,454"
2703007,"265,312"
2703106,"334,346"
2703205,"426,538"
2703304,"372,019"
2703403,"148,992"
2703502,"208,738"
2703601,"85,356"
2703700,"105,416"
2703759,"334,265"
2703809,"298,17"
2703908,"88,793"
2704005,"247,724"
2704104,"83,621"
2704203,"309,205"
2704302,"509,32"
2704401,"442,744"
2704500,"334,165"
2704609,"332,37"
2704708,"340,98"
2704807,"180,107"
2704906,"91,741"
2705002,"914,722"
2705101,"238,113"
2705200,"114,156"
2705309,"167,462"
2705408,"86,604"
2705507,"418,028"
2705606,"215,547"
2705705,"191,656"
2705804,"327,678"
2705903,"117,006"
2706000,"175,317"
2706109,"196,56"
2706208,"38,189"
2706307,"450,99"
2706406,"688,87"
2706422,"254,719"
2706448,"92,788"
2706505,"251,29"
2706604,"118,457"
2706703,"688,452"
2706802,"243,686"
2706901,"259,614"
2707008,"117,086"
2707107,"403,995"
2707206,"284,26"
2707305,"313,231"
2707404,"257,105"
2707503,"235,852"
2707602,"319,829"
2707701,"293,816"
2707800,"128,926"
2707909,"28,857"
2708006,"437,875"
2708105,"232,169"
2708204,"139,038"
2708303,"256,603"
2708402,"492,119"
2708501,"397,257"
2708600,"335,683"
2708709,"76,731"
2708808,"314,924"
2708907,"41,268"
2708956,"341,992"
2709004,"124,617"
2709103,"153,841"
2709152,"299,221"
2709202,"681,577"
2709301,"420,376"
2709400,"367,888"
2800100,"35,683"
2800209,"359,543"
2800308,"182,163"
2800407,"198,967"
2800506,"148,134"
2800605,"92,268"
2800670,"205,643"
2800704,"141,464"
2801009,"201,485"
2801108,"171,581"
2801207,"934,469"
2801306,"442,211"
2801405,"638,743"
2801504,"46,395"
2801603,"83,711"
2801702,"228,556"
2801900,"128,393"
2802007,"90,328"
2802106,"647,344"
2802205,"183,273"
2802304,"399,178"
2802403,"656,956"
2802502,"19,793"
2802601,"242,679"
2802700,"52,693"
2802809,"316,316"
2802908,"337,295"
2803005,"501,794"
2803104,"183,422"
2803203,"739,702"
2803302,"365,677"
2803401,"402,353"
2803500,"968,921"
2803609,"162,273"
2803708,"137,529"
2803807,"63,199"
2803906,"101,888"
2804003,"95,554"
2804102,"95,416"
2804201,"386,906"
2804300,"74,31"
2804409,"271,323"
2804458,"340,842"
2804508,"758,435"
2804607,"482,399"
2804706,"83,767"
2804805,"155,018"
2804904,"381,428"
2805000,"82,202"
2805109,"33,144"
2805208,"156,382"
2805307,"208,681"
2805406,"1220,123"
2805505,"441,326"
2805604,"878,043"
2805703,"96,32"
2805802,"530,607"
2805901,"78,308"
2806008,"259,023"
2806107,"102,834"
2806206,"247,579"
2806305,"325,258"
2806404,"44,017"
2806503,"67,672"
2806602,"236,965"
2806701,"438,037"
2806800,"101,999"
2806909,"83,985"
2807006,"144,832"
2807105,"560,199"
2807204,"168,372"
2807303,"47,86"
2807402,"1024,645"
2807501,"304,837"
2807600,"117,514"
2900108,"538,677"
2900207,"1604,923"
2900306,"181,475"
2900355,"629,099"
2900405,"742,775"
2900504,"735,249"
2900603,"167,877"
2900702,"707,835"
2900801,"1477,929"
2900900,"245,236"
2901007,"431,655"
2901106,"166,872"
2901155,"822,373"
2901205,"1899,683"
2901304,"1590,316"
2901353,"1362,386"
2901403,"1530,05"
2901502,"187,84"
2901601,"319,745"
2901700,"293,53"
2901809,"345,284"
2901908,"479,262"
2901957,"150,83"
2902005,"1489,803"
2902054,"474,577"
2902104,"1496,245"
2902203,"368,947"
2902252,"435,962"
2902302,"174,012"
2902401,"445,394"
2902500,"3320,723"
2902609,"967,514"
2902658,"409,507"
2902708,"11428,112"
2902807,"1657,413"
2902906,"765,936"
2903003,"1586,629"
2903102,"214,411"
2903201,"8051,274"
2903235,"414,51"
2903276,"207,297"
2903300,"201,585"
2903409,"1939,447"
2903508,"772,756"
2903607,"553,762"
2903706,"849,538"
2903805,"2972,109"
2903904,"4115,51"
2903953,"467,813"
2904001,"896,857"
2904050,"791,276"
2904100,"1426,233"
2904209,"627,612"
2904308,"518,566"
2904407,"2247,208"
2904506,"2370,486"
2904605,"2207,612"
2904704,"219,487"
2904753,"4046,736"
2904803,"512,436"
2904852,"222,026"
2904902,"394,894"
2905008,"610,983"
2905107,"540,908"
2905156,"767,146"
2905206,"2651,536"
2905305,"643,66"
2905404,"448,846"
2905503,"458,311"
2905602,"584,848"
2905701,"785,421"
2905800,"839,702"
2905909,"2914,587"
2906006,"7161,827"
2906105,"460,388"
2906204,"579,726"
2906303,"1334,284"
2906402,"447,578"
2906501,"251,808"
2906600,"433,642"
2906709,"1169,814"
2906808,"1351,891"
2906824,"3565,377"
2906857,"629,586"
2906873,"464,776"
2906899,"805,629"
2906907,"2377,889"
2907004,"293,456"
2907103,"2525,906"
2907202,"9647,072"
2907301,"713,789"
2907400,"702,504"
2907509,"426,955"
2907558,"716,261"
2907608,"566,974"
2907707,"3005,319"
2907806,"819,969"
2907905,"168,33"
2908002,"274,5"
2908101,"10140,572"
2908200,"164,798"
2908309,"284,836"
2908408,"1015,252"
2908507,"114,869"
2908606,"931,106"
2908705,"1348,039"
2908804,"977,455"
2908903,"378,42"
2909000,"523,64"
2909109,"2662,819"
2909208,"797,434"
2909307,"11504,314"
2909406,"4282,775"
2909505,"182,585"
2909604,"636,609"
2909703,"1052,837"
2909802,"139,117"
2909901,"5950,614"
2910008,"413,637"
2910057,"183,759"
2910107,"689,516"
2910206,"94,778"
2910305,"179,329"
2910404,"1890,133"
2910503,"1187,766"
2910602,"1299,355"
2910701,"2025,368"
2910727,"1425,97"
2910750,"364,419"
2910776,"1176,111"
2910800,"1304,425"
2910859,"579,686"
2910909,"172,353"
2911006,"321,013"
2911105,"15634,328"
2911204,"229,631"
2911253,"384,592"
2911303,"3817,946"
2911402,"1566,609"
2911501,"202,194"
2911600,"106,848"
2911659,"872,867"
2911709,"1272,366"
2911808,"2189,404"
2911857,"313,438"
2911907,"2342,497"
2912004,"483,274"
2912103,"230,953"
2912202,"817,355"
2912301,"1139,378"
2912400,"1382,008"
2912509,"954,373"
2912608,"698,245"
2912707,"472,694"
2912806,"771,098"
2912905,"318,129"
2913002,"1834,002"
2913101,"573,033"
2913200,"1740,113"
2913309,"138,016"
2913408,"836,586"
2913457,"591,312"
2913507,"860,223"
2913606,"1588,555"
2913705,"1082,283"
2913804,"372,565"
2913903,"280,454"
2914000,"3105,281"
2914109,"1055,76"
2914208,"459,047"
2914307,"1708,115"
2914406,"991,822"
2914505,"267,88"
2914604,"319,174"
2914653,"924,914"
2914703,"2386,39"
2914802,"401,028"
2914901,"726,265"
2915007,"1331,822"
2915106,"310,621"
2915205,"810,993"
2915304,"876,8"
2915353,"4310,238"
2915403,"1225,287"
2915502,"270,752"
2915601,"2360,584"
2915700,"143,479"
2915809,"1534,575"
2915908,"533,634"
2916005,"1394,174"
2916104,"121,373"
2916203,"453,144"
2916302,"1013,074"
2916401,"1651,158"
2916500,"1557,685"
2916609,"420,663"
2916708,"344,093"
2916807,"1674,029"
2916856,"547,51"
2916906,"322,243"
2917003,"1650,593"
2917102,"313,839"
2917201,"1199,374"
2917300,"415,428"
2917334,"1525,141"
2917359,"9955,113"
2917409,"1332,42"
2917508,"2192,905"
2917607,"924,512"
2917706,"2466,009"
2917805,"863,424"
2917904,"640,772"
2918001,"2969,039"
2918100,"4267,488"
2918209,"238,602"
2918308,"262,05"
2918357,"913,258"
2918407,"6721,237"
2918456,"1457,656"
2918506,"1355,173"
2918555,"329,19"
2918605,"589,763"
2918704,"498,11"
2918753,"912,222"
2918803,"449,834"
2918902,"624,353"
2919009,"846,728"
2919058,"382,937"
2919108,"189,257"
2919157,"642,882"
2919207,"58,043"
2919306,"1283,328"
2919405,"856,626"
2919504,"1952,51"
2919553,"4036,094"
2919603,"701,171"
2919702,"1210,106"
2919801,"2459,102"
2919900,"2545,856"
2919926,"32,201"
2919959,"614,834"
2920007,"588,297"
2920106,"906,68"
2920205,"1979,194"
2920304,"550,55"
2920403,"2201,764"
2920452,"3129,588"
2920502,"2413,27"
2920601,"437,61"
2920700,"848,885"
2920809,"1099,283"
2920908,"742,689"
2921005,"605,168"
2921054,"773,278"
2921104,"1311,739"
2921203,"1599,672"
2921302,"420,358"
2921401,"1751,778"
2921450,"1172,86"
2921500,"3034,197"
2921609,"2093,872"
2921708,"5744,969"
2921807,"528,214"
2921906,"2462,153"
2922003,"1787,626"
2922052,"646,621"
2922102,"1491,99"
2922201,"104,54"
2922250,"3852,111"
2922300,"86,311"
2922409,"275,854"
2922508,"278,629"
2922607,"388,936"
2922656,"465,407"
2922706,"804,617"
2922730,"346,784"
2922755,"203,198"
2922805,"475,381"
2922854,"565,356"
2922904,"966,993"
2923001,"1316,379"
2923035,"627,5"
2923050,"278,487"
2923100,"637,317"
2923209,"3313,418"
2923308,"156,982"
2923357,"1544,988"
2923407,"2560,027"
2923506,"737,454"
2923605,"1087,06"
2923704,"2624,998"
2923803,"442,186"
2923902,"626,306"
2924009,"1544,388"
2924058,"596,771"
2924108,"158,488"
2924207,"889,572"
2924306,"1825,857"
2924405,"11597,923"
2924504,"628,468"
2924603,"495,845"
2924652,"647,144"
2924678,"193,427"
2924702,"511,756"
2924801,"980,328"
2924900,"955,454"
2925006,769
2925105,"937,269"
2925204,"314,932"
2925253,"530,144"
2925303,"2285,734"
2925402,"1111,567"
2925501,"1692,1"
2925600,"232,064"
2925709,"1208,549"
2925758,"441,82"
2925808,"2011,06"
2925907,"1380,798"
2925931,"366,387"
2925956,"1090,552"
2926004,"4573,505"
2926103,"242,329"
2926202,"5977,931"
2926301,"1155,418"
2926400,"3183,911"
2926509,"644,229"
2926608,"1252,144"
2926657,"1363,7"
2926707,"1115,252"
2926806,"777,903"
2926905,"656,223"
2927002,"739,775"
2927101,"2207,159"
2927200,"1991,772"
2927309,"150,569"
2927408,"693,453"
2927507,"347,021"
2927606,"934,461"
2927705,"1462,942"
2927804,"284,083"
2927903,"379,27"
2928000,"1623,445"
2928059,"824,473"
2928109,"1984,91"
2928208,"1909,353"
2928307,"222,686"
2928406,"6030,491"
2928505,"719,257"
2928604,"494,502"
2928703,"261,74"
2928802,"360,334"
2928901,"15156,712"
2928950,"289,963"
2929008,"103,226"
2929057,"1751,671"
2929107,"222,407"
2929206,"269,715"
2929255,"1146,054"
2929305,"294,768"
2929354,"127,925"
2929370,"362,365"
2929404,"230,906"
2929503,"536,678"
2929602,"131,218"
2929701,"949,223"
2929750,"166,428"
2929800,"509,098"
2929909,"2402,17"
2930006,"1984,511"
2930105,"789,361"
2930154,"2340,684"
2930204,"11980,172"
2930303,"1592,245"
2930402,"595,297"
2930501,"583,314"
2930600,"322,022"
2930709,"201,418"
2930758,"1627,806"
2930766,"684,089"
2930774,"1355,972"
2930808,"1026,634"
2930907,"1437,189"
2931004,"1277,514"
2931053,"729,516"
2931103,"243,839"
2931202,"454,081"
2931301,"714,691"
2931350,"1165,622"
2931400,"244,613"
2931509,"351,892"
2931608,"289,782"
2931707,"193,241"
2931806,"2010,316"
2931905,"2198,237"
2932002,"3060,116"
2932101,"659,138"
2932200,"181,102"
2932309,"177,643"
2932408,"545,298"
2932457,"1775,633"
2932507,"1126,733"
2932606,"902,402"
2932705,"510,098"
2932804,"633,76"
2932903,"1123,975"
2933000,"394,877"
2933059,"468,407"
2933109,"206,478"
2933158,"1225,892"
2933174,"221,399"
2933208,"297,537"
2933257,"782,159"
2933307,"3254,186"
2933406,"522,37"
2933455,"2920,579"
2933505,"655,057"
2933604,"5079,662"
3100104,"880,461"
3100203,"1817,067"
3100302,"470,551"
3100401,"101,886"
3100500,"815,422"
3100609,"1320,344"
3100708,"492,167"
3100807,"232,091"
3100906,"820,079"
3101003,"1256,607"
3101102,"1348,913"
3101201,"649,68"
3101300,"161,356"
3101409,"58,01"
3101508,"510,25"
3101607,"850,446"
3101631,"130,815"
3101706,"2294,426"
3101805,"166,972"
3101904,"460,685"
3102001,"362,01"
3102050,"103,69"
3102100,"518,053"
3102209,"278,175"
3102308,"599,443"
3102407,"374,008"
3102506,"136,186"
3102605,"469,396"
3102704,"695,672"
3102803,"1005,285"
3102852,"185,211"
3102902,"529,915"
3103009,"787,061"
3103108,"83,802"
3103207,"187,538"
3103306,"106,608"
3103405,"2236,279"
3103504,"2729,777"
3103603,"89,42"
3103702,"303,793"
3103751,"294,354"
3103801,"173,894"
3103900,"245,522"
3104007,"1164,062"
3104106,"162,875"
3104205,"509,873"
3104304,"283,124"
3104403,"159,378"
3104452,"243,329"
3104502,"5279,419"
3104601,"158,891"
3104700,"1836,925"
3104809,"1254,832"
3104908,"750,554"
3105004,"556,266"
3105103,"1455,819"
3105202,"483,789"
3105301,"47,266"
3105400,"340,14"
3105509,"198,313"
3105608,"759,186"
3105707,"383,628"
3105905,"82,07"
3106002,"109,143"
3106101,"393,086"
3106200,"331,354"
3106309,"334,909"
3106408,"365,923"
3106507,"587,106"
3106606,"427,803"
3106655,"488,756"
3106705,"343,884"
3106804,"283,535"
3106903,"140,082"
3107000,"458,948"
3107109,"860,669"
3107208,"503,77"
3107307,"3206,757"
3107406,"1213,546"
3107505,"412,021"
3107604,"208,349"
3107703,"195,611"
3107802,"592,289"
3107901,"229,845"
3108008,"705,046"
3108107,"301,865"
3108206,"1850,487"
3108255,"3936,455"
3108305,"301,108"
3108404,"334,089"
3108503,"1568,884"
3108552,"2509,694"
3108602,"1399,484"
3108701,"223,351"
3108800,"378,318"
3108909,"367,688"
3109006,"639,434"
3109105,"356,15"
3109204,"1599,881"
3109253,"161,491"
3109303,"5225,186"
3109402,"7218,401"
3109451,"1033,055"
3109501,"368,206"
3109600,"61,381"
3109709,"304,243"
3109808,"203,07"
3109907,"156,039"
3110004,"542,531"
3110103,"106,465"
3110202,"83,038"
3110301,"711,414"
3110400,"223,001"
3110509,"528,688"
3110608,"244,567"
3110707,"246,38"
3110806,"442,398"
3110905,"335,587"
3111002,"577,843"
3111101,"3650,749"
3111150,"505,914"
3111200,"528,225"
3111309,"275,426"
3111408,"1264,245"
3111507,"710,645"
3111606,"769,504"
3111705,"174,9"
3111804,"843,599"
3111903,"212,721"
3112000,"720,512"
3112059,"141,855"
3112109,"130,694"
3112208,"111,073"
3112307,"965,292"
3112406,"297,937"
3112505,"95,333"
3112604,"620,716"
3112653,"279,088"
3112703,"971,576"
3112802,"521,802"
3112901,"187,704"
3113008,"1242,345"
3113107,"159,95"
3113206,"487,28"
3113305,"353,404"
3113404,"1258,479"
3113503,"1456,095"
3113602,"181,009"
3113701,"3202,984"
3113800,"259,103"
3113909,"506,333"
3114006,"357,178"
3114105,"322,285"
3114204,"455,808"
3114303,"1307,862"
3114402,"1065,685"
3114501,"400,01"
3114550,"2063,462"
3114600,"727,894"
3114709,"81,101"
3114808,"282,254"
3114907,"157,727"
3115003,"367,308"
3115102,"665,802"
3115201,"273,014"
3115300,"491,767"
3115359,"240,042"
3115409,"141,622"
3115458,"419,38"
3115474,"287,812"
3115508,"100,483"
3115607,"283,211"
3115706,"204,328"
3115805,"322,385"
3115904,"152,807"
3116001,"212,674"
3116100,"830,833"
3116159,"3255,189"
3116209,"252,852"
3116308,"153,479"
3116407,"227,627"
3116506,"720,424"
3116605,"630,706"
3116704,"106,875"
3116803,"348,492"
3116902,"1041,047"
3117009,"654,961"
3117108,"352,521"
3117207,"102,206"
3117306,"1340,25"
3117405,"253,935"
3117504,"1720,04"
3117603,"250,306"
3117702,"369,681"
3117801,"180,236"
3117836,"1610,47"
3117876,"42,355"
3117900,"205,125"
3118007,"304,067"
3118106,"405,671"
3118205,"618,363"
3118304,"370,246"
3118403,"1483,883"
3118502,"89,122"
3118601,"194,746"
3118700,"296,163"
3118809,"2225,216"
3118908,"823,654"
3119005,"179,543"
3119104,"2525,397"
3119203,"576,274"
3119302,"3313,313"
3119401,"221,252"
3119500,"815,413"
3119609,"131,511"
3119708,"140,954"
3119807,"657,425"
3119906,"123,651"
3119955,"101,112"
3120003,"205,385"
3120102,"485,654"
3120151,"966,202"
3120201,"628,434"
3120300,"840,702"
3120409,"132,872"
3120508,"311,33"
3120607,"167,164"
3120706,"187,446"
3120805,"522,419"
3120839,"226,75"
3120870,"570,95"
3120904,"3296,2"
3121001,"310,099"
3121100,"408,473"
3121209,"1378,423"
3121258,"102,784"
3121308,"213,168"
3121407,"377,165"
3121506,"142,279"
3121605,"3891,659"
3121704,"165,091"
3121803,"339,375"
3121902,"116,97"
3122009,"337,776"
3122108,"342,249"
3122207,"133,12"
3122306,"708,115"
3122355,"117,802"
3122405,"216,955"
3122454,"572,926"
3122470,"817,383"
3122504,"59,52"
3122603,"398,793"
3122702,"194,972"
3122801,"113,921"
3122900,"70,231"
3123007,"124,842"
3123106,"382,124"
3123205,"1111,202"
3123304,"231,169"
3123403,"152,912"
3123502,"312,878"
3123528,"217,461"
3123601,"499,537"
3123700,"187,058"
3123809,"608,306"
3123858,"85,39"
3123908,"456,796"
3124005,"357,489"
3124104,"909,751"
3124203,"317,638"
3124302,"1868,97"
3124401,"263,879"
3124500,"243,872"
3124609,"131,365"
3124708,"635,981"
3124807,"822,454"
3124906,"309,395"
3125002,"103,834"
3125101,"244,575"
3125200,"86,024"
3125309,"165,224"
3125408,"357,622"
3125507,"314,458"
3125606,"596,215"
3125705,"1554,627"
3125804,"151,875"
3125903,"1088,791"
3125952,"357,683"
3126000,"194,242"
3126109,"1501,915"
3126208,"3686,004"
3126307,"218,792"
3126406,"198,709"
3126505,"461,481"
3126604,"1576,128"
3126703,"2747,295"
3126752,"717,087"
3126802,"626,672"
3126901,"469,557"
3126950,"167,474"
3127008,"199,987"
3127057,"320,757"
3127073,"762,837"
3127107,"2426,965"
3127206,"199,797"
3127305,"720,355"
3127339,"1733,203"
3127354,"145,861"
3127370,"112,443"
3127388,"152,039"
3127404,"187,353"
3127503,"209,348"
3127602,"866,601"
3127701,"2342,325"
3127800,"3885,294"
3127909,"193,141"
3128006,"1075,124"
3128105,"934,345"
3128204,"348,596"
3128253,"390,263"
3128303,"294,828"
3128402,"264,194"
3128501,"88,655"
3128600,"2068,808"
3128709,"286,398"
3128808,"158,375"
3128907,"366,833"
3129004,"293,578"
3129103,"1849,137"
3129202,"153,95"
3129301,"340,994"
3129400,"346,24"
3129509,"2704,132"
3129608,"874,76"
3129657,"353,257"
3129707,"562,095"
3129806,"72,395"
3129905,"68,316"
3130002,"153,106"
3130051,"625,664"
3130101,"110,942"
3130200,"218,343"
3130309,"628,2"
3130408,"105,246"
3130507,"376,341"
3130556,"196,735"
3130606,"149,611"
3130655,"1004,149"
3130705,"830,03"
3130804,"305,591"
3130903,"858,024"
3131000,"244,996"
3131109,"527,06"
3131158,"113,246"
3131208,"456,641"
3131307,"164,884"
3131406,"466,02"
3131505,"298,195"
3131604,"356,264"
3131703,"1253,704"
3131802,"209,034"
3131901,"544,027"
3132008,"1788,445"
3132107,"1225,273"
3132206,"410,468"
3132305,"480,829"
3132404,"294,835"
3132503,"2735,573"
3132602,"94,568"
3132701,"1419,209"
3132800,"380,34"
3132909,"243,714"
3133006,"431,792"
3133105,"143,363"
3133204,"488,843"
3133303,"679,024"
3133402,"1802,438"
3133501,"1040,519"
3133600,"177,347"
3133709,"295,145"
3133758,"153,421"
3133808,"495,769"
3133907,"284,22"
3134004,"1649,622"
3134103,"452,676"
3134202,"2598,046"
3134301,"234,802"
3134400,"1404,663"
3134509,"372,018"
3134608,"1114,972"
3134707,"1393,609"
3134806,"409,229"
3134905,"347,667"
3135001,"163,76"
3135050,"2635,467"
3135076,"517,095"
3135100,"2181,319"
3135209,"6661,588"
3135308,"172,141"
3135357,"375,181"
3135407,"236,25"
3135456,"284,453"
3135506,"547,897"
3135605,"1268,443"
3135704,"445,03"
3135803,"3514,216"
3135902,"153,852"
3136009,"1664,19"
3136108,"233,292"
3136207,"99,158"
3136306,"10727,097"
3136405,"790,935"
3136504,"546,705"
3136520,"381,332"
3136553,"180,822"
3136579,"541,393"
3136603,"172,131"
3136652,"97,172"
3136702,"1435,749"
3136801,"431,63"
3136900,"220,353"
3136959,"1064,692"
3137007,"866,29"
3137106,"1474,562"
3137205,"439,984"
3137304,"600,547"
3137403,"476,693"
3137502,"840,92"
3137536,"1236,301"
3137601,"229,409"
3137700,"431,92"
3137809,"213,11"
3137908,"118,602"
3138005,"204,882"
3138104,"3204,217"
3138203,"564,744"
3138302,"352,005"
3138351,"280,036"
3138401,"943,077"
3138500,"401,337"
3138609,"848,564"
3138625,"1317,153"
3138658,"258,925"
3138674,"145,418"
3138682,"411,714"
3138708,"500,143"
3138807,"1171,659"
3138906,"332,378"
3139003,"585,958"
3139102,"492,909"
3139201,"727,886"
3139250,"284,365"
3139300,"1950,184"
3139409,"628,318"
3139508,"182,9"
3139607,"685,208"
3139706,"261,604"
3139805,"371,6"
3139904,"202,898"
3140001,"1194,208"
