"1303205","N","AM","NOVO AIRAO","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
"1303304","N","AM","NOVO ARIPUANA","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
"1303403","N","AM","PARINTINS","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"1303502","N","AM","PAUINI","Nao foi enviado oficio","","Nao foi enviado oficio","Nao foi enviado oficio","","Nao foi enviado oficio"," ",""
"1303536","N","AM","PRESIDENTE FIGUEIREDO","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"1303569","N","AM","RIO PRETO DA EVA","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
"1303601","N","AM","SANTA ISABEL DO RIO NEGRO","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
"1303700","N","AM","SANTO ANTONIO DO ICA","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"1303809","N","AM","SAO GABRIEL DA CACHOEIRA","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"1303908","N","AM","SAO PAULO DE OLIVENCA","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"1303957","N","AM","SAO SEBASTIAO DO UATUMA","Nao foi enviado oficio","","Nao foi enviado oficio","Nao foi enviado oficio","","Nao foi enviado oficio"," ",""
"1304005","N","AM","SILVES","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"1304062","N","AM","TABATINGA","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"1304104","N","AM","TAPAUA","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
"1304203","N","AM","TEFE","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"1304237","N","AM","TONANTINS","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"1304260","N","AM","UARINI","Nao foi enviado oficio","","Nao foi enviado oficio","Nao foi enviado oficio","","Nao foi enviado oficio"," ",""
"1304302","N","AM","URUCARA","Nao foi enviado oficio","","Nao foi enviado oficio","Nao foi enviado oficio","","Nao foi enviado oficio"," ",""
"1304401","N","AM","URUCURITUBA","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
"1600105","N","AP","AMAPA","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
"1600204","N","AP","CALCOENE","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
"1600212","N","AP","CUTIAS","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"1600238","N","AP","FERREIRA GOMES","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
"1600253","N","AP","ITAUBAL","Nao foi enviado oficio","","Nao foi enviado oficio","Nao foi enviado oficio","","Nao foi enviado oficio"," ",""
"1600279","N","AP","LARANJAL DO JARI","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
"1600303","N","AP","MACAPA","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"1600402","N","AP","MAZAGAO","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
"1600501","N","AP","OIAPOQUE","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"1600154","N","AP","PEDRA BRANCA DO AMAPARI","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
"1600535","N","AP","PORTO GRANDE","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
"1600550","N","AP","PRACUUBA","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"1600600","N","AP","SANTANA","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"1600055","N","AP","SERRA DO NAVIO","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
"1600709","N","AP","TARTARUGALZINHO","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"1600808","N","AP","VITORIA DO JARI","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"2900108","NE","BA","ABAIRA","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"2900207","NE","BA","ABARE","Nao foi enviado oficio","","Nao foi enviado oficio","Nao foi enviado oficio","","Nao foi enviado oficio"," ",""
"2900306","NE","BA","ACAJUTIBA","Nao foi enviado oficio","","Nao foi enviado oficio","Nao foi enviado oficio","","Nao foi enviado oficio"," ",""
"2900355","NE","BA","ADUSTINA","Nao foi enviado oficio","","Nao foi enviado oficio","Nao foi enviado oficio","","Nao foi enviado oficio"," ",""
"2900405","NE","BA","AGUA FRIA","Nao foi enviado oficio","","Nao foi enviado oficio","Nao foi enviado oficio","","Nao foi enviado oficio"," ",""
"2900603","NE","BA","AIQUARA","Nao foi enviado oficio","","Nao foi enviado oficio","Nao foi enviado oficio","","Nao foi enviado oficio"," ",""
"2900702","NE","BA","ALAGOINHAS","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"2900801","NE","BA","ALCOBACA","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"2900900","NE","BA","ALMADINA","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
"2901007","NE","BA","AMARGOSA","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
"2901106","NE","BA","AMELIA RODRIGUES","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"2901155","NE","BA","AMERICA DOURADA","Nao foi enviado oficio","","Nao foi enviado oficio","Nao foi enviado oficio","","Nao foi enviado oficio"," ",""
"2901205","NE","BA","ANAGE","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
"2901304","NE","BA","ANDARAI","Nao","","Nao possui plano","Nao possui plano","","Nao possui plano"," ",""
"2901353","NE","BA","ANDORINHA","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
"2901403","NE","BA","ANGICAL","Nao foi enviado oficio","","Nao foi enviado oficio","Nao foi enviado oficio","","Nao foi enviado oficio"," ",""
"2901502","NE","BA","ANGUERA","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
"2901601","NE","BA","ANTAS","Nao foi enviado oficio","","Nao foi enviado oficio","Nao foi enviado oficio","","Nao foi enviado oficio"," ",""
"2901700","NE","BA","ANTONIO CARDOSO","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
"2901809","NE","BA","ANTONIO GONCALVES","Nao foi enviado oficio","","Nao foi enviado oficio","Nao foi enviado oficio","","Nao foi enviado oficio"," ",""
"2901908","NE","BA","APORA","Nao foi enviado oficio","","Nao foi enviado oficio","Nao foi enviado oficio","","Nao foi enviado oficio"," ",""
"2901957","NE","BA","APUAREMA","Nao foi enviado oficio","","Nao foi enviado oficio","Nao foi enviado oficio","","Nao foi enviado oficio"," ",""
"2902054","NE","BA","ARACAS","Nao foi enviado oficio","","Nao foi enviado oficio","Nao foi enviado oficio","","Nao foi enviado oficio"," ",""
"2902005","NE","BA","ARACATU","Nao foi enviado oficio","","Nao foi enviado oficio","Nao foi enviado oficio","","Nao foi enviado oficio"," ",""
"2902104","NE","BA","ARACI","Nao respondeu","","Nao respondeu","Nao respondeu","","Nao respondeu"," ",""
